60.466029,399.171456
66.456005,489.423005
42.463750,300.873511
6.563702,147.570192
9.696952,173.214812
51.521263,338.913156
21.426387,246.767035
31.805817,291.500108
28.303415,259.828124
67.908468,457.045361
20.318688,226.584091
57.067328,377.423207
29.311424,274.075352
75.257304,501.029278
86.533501,496.791333
52.382031,365.343912
15.832828,158.011780
97.524162,591.523972
59.480860,404.397892
69.202459,463.581050
17.326624,159.894484
54.415557,380.335021
42.315220,283.558248
25.354050,249.952712
78.860492,518.628317
88.054312,553.024464
89.436173,553.469366
97.691687,592.625702
22.228942,170.178682
24.151509,249.613315
93.284643,547.159191
80.105504,481.122191
18.292492,226.969446
89.699196,540.234560
97.892936,583.288810
9.083728,188.809469
92.698680,558.347554
34.795396,247.685349
71.090720,438.515509
64.948946,375.703783
75.582351,527.559736
13.065112,164.297106
89.634175,578.264163
72.114777,439.609064
8.552051,107.682936
62.272832,435.721238
23.682255,168.587214
18.724610,203.153894
62.809817,424.288365
28.133029,303.921108
43.491247,284.748663
55.014692,320.603182
72.918073,443.152822
0.051382,70.445069
39.998376,336.968468
2.967128,114.905220
0.284304,99.626208
58.983419,340.743992
81.540517,493.769856
45.844248,292.817256
2.626515,97.668573
24.969320,202.221375
24.746661,232.819593
59.262375,380.794697
69.383814,450.506031
53.921011,368.332273
75.076306,508.232123
75.316128,492.451286
35.576727,268.959951
23.183004,185.590771
49.839430,361.599784
2.519396,133.720774
58.938309,389.864337
57.208680,329.242880
41.176269,288.508399
49.160740,342.779186
79.720854,504.387552
78.303497,541.263930
13.041385,180.294355
73.982578,414.160195
9.838379,88.519767
9.972966,155.760789
7.619026,155.543847
15.965092,181.701807
53.907452,352.873771
51.278176,318.563991
65.304021,389.422115
65.427013,390.107353
63.664421,418.790838
3.068220,121.329609
36.911171,266.823617
34.768171,313.166348
25.299982,240.615366
55.500214,422.916169
50.649706,365.495423
33.136826,233.738240
70.028787,455.901690
99.915949,616.842881
11.167464,131.072838
9.211762,151.376070
71.469582,481.829149
84.863292,523.274227
21.256095,208.827783
94.519476,582.096706
64.583337,439.476343
44.846436,349.726266
8.247968,131.510180
40.018829,295.113565
94.988321,593.775559
49.938549,406.216278
1.980867,73.293958
42.868843,327.150929
88.744750,554.523505
76.500821,486.841898
